Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HDFS-16300,13410040,Use libcrypto in Windows for libhdfspp,gaurava,gaurava,Blocker,Resolved,Fixed,04/Nov/21 12:41,07/Nov/21 18:47,11/Nov/21 00:00
Bug,HDFS-15113,13278857,Missing IBR when NameNode restart if open processCommand async feature,hexiaoqiao,hexiaoqiao,Blocker,Resolved,Fixed,11/Jan/20 11:49,22/Sep/21 10:31,
Bug,HDFS-15240,13293750,Erasure Coding: dirty buffer causes reconstruction block error,marvelrock,marvelrock,Blocker,Resolved,Fixed,25/Mar/20 08:19,13/Sep/21 07:33,
Bug,HDFS-15421,13312494,IBR leak causes standby NN to be stuck in safe mode,aajisaka,kihwal,Blocker,Resolved,Fixed,19/Jun/20 14:31,10/Jun/21 07:43,
Bug,HDFS-16027,13378757, HDFS-15245 breaks source code compatibility between 3.3.0 and 3.3.1.,weichiu,weichiu,Blocker,Resolved,Fixed,17/May/21 09:07,19/May/21 02:49,
Bug,HDFS-16001,13375706,TestOfflineEditsViewer.testStored() fails reading negative value of FSEditLogOpCodes,aajisaka,shv,Blocker,Resolved,Fixed,28/Apr/21 22:55,08/May/21 05:32,
Bug,HDFS-15566,13326716,NN restart fails after RollingUpgrade from  3.1.3/3.2.1 to 3.3.0,brahmareddy,brahmareddy,Blocker,Resolved,Fixed,09/Sep/20 17:45,03/May/21 18:04,
Bug,HDFS-15302,13301398,Backport HDFS-15286 to branch-2.x,hemanthboyina,aajisaka,Blocker,Resolved,Fixed,27/Apr/20 21:39,01/May/20 06:31,
Bug,HDFS-15205,13289368,FSImage sort section logic is wrong,,angerszhuuu,Blocker,Resolved,Fixed,04/Mar/20 01:39,23/Apr/20 07:02,
Bug,HDFS-15269,13296957,NameNode should check the authorization API version only once during initialization,weichiu,weichiu,Blocker,Resolved,Fixed,08/Apr/20 00:46,09/Apr/20 17:46,
Bug,HDFS-15234,13293375,Add a default method body for the INodeAttributeProvider#checkPermissionWithContext API,weichiu,weichiu,Blocker,Resolved,Fixed,23/Mar/20 20:18,25/Mar/20 23:17,
Bug,HDFS-15012,13270559,NN fails to parse Edit logs after applying HDFS-13101,shashikant,ericlin,Blocker,Resolved,Fixed,25/Nov/19 23:23,18/Dec/19 18:12,
Bug,HDFS-14910,13262902,Rename Snapshot with Pre Descendants Fail With IllegalArgumentException.,weichiu,elgoiri,Blocker,Resolved,Fixed,17/Oct/19 16:35,24/Oct/19 20:26,
Bug,HDFS-14890,13260344,Setting permissions on name directory fails on non posix compliant filesystems,swagle,hirik,Blocker,Resolved,Fixed,03/Oct/19 16:49,15/Oct/19 18:45,
Bug,HDFS-14509,13235126,DN throws InvalidToken due to inequality of password when upgrade NN 2.x to 3.x,John Smith,John Smith,Blocker,Resolved,Fixed,23/May/19 12:42,10/Oct/19 20:31,
Bug,HDFS-14595,13240901,HDFS-11848 breaks API compatibility,smeng,weichiu,Blocker,Resolved,Fixed,21/Jun/19 16:02,02/Oct/19 17:15,
Bug,HDFS-14724,13250325,Fix JDK7 compatibility in branch-2,vagarychen,weichiu,Blocker,Resolved,Fixed,12/Aug/19 16:42,02/Oct/19 17:15,
Bug,HDFS-14821,13254835,Make HDFS-14617 (fsimage sub-sections) off by default,sodonnell,sodonnell,Blocker,Resolved,Fixed,04/Sep/19 17:28,13/Sep/19 17:38,
Bug,HDFS-14726,13250362,Fix JN incompatibility issue in branch-2 due to backport of HDFS-10519,vagarychen,vagarychen,Blocker,Resolved,Fixed,12/Aug/19 20:36,30/Aug/19 22:57,
Bug,HDFS-16422,13422402,Fix thread safety of EC decoding during concurrent preads,cndaimin,cndaimin,Critical,Resolved,Fixed,13/Jan/22 06:35,18/Feb/22 15:33,13/Jan/22 00:00
Bug,HDFS-16420,13421650,Avoid deleting unique data blocks when deleting redundancy striped blocks,JacksonWang,qinyuren,Critical,Resolved,Fixed,10/Jan/22 09:33,18/Feb/22 05:57,
Bug,HDFS-16437,13424612,ReverseXML processor doesn't accept XML files without the SnapshotDiffSection.,it_singer,it_singer,Critical,Resolved,Fixed,25/Jan/22 07:48,06/Feb/22 09:40,
Bug,HDFS-15929,13368162,Replace RAND_pseudo_bytes in util.cc,gaurava,gaurava,Critical,Resolved,Fixed,28/Mar/21 09:00,21/Jan/22 10:55,29/Mar/21 00:00
Bug,HDFS-15186,13286407,Erasure Coding: Decommission may generate the parity block's content with all 0 in some case,yaoguangdong,yaoguangdong,Critical,Resolved,Fixed,20/Feb/20 08:25,04/Jan/22 04:32,
Bug,HDFS-15963,13370827,Unreleased volume references cause an infinite loop,zhangshuyan,zhangshuyan,Critical,Resolved,Fixed,10/Apr/21 15:32,18/Nov/21 07:46,
Bug,HDFS-16272,13406296,Int overflow in computing safe length during EC block recovery,cndaimin,cndaimin,Critical,Resolved,Fixed,13/Oct/21 07:43,18/Oct/21 11:42,
Bug,HDFS-16181,13396336,[SBN Read] Fix metric of RpcRequestCacheMissAmount can't display when tailEditLog form JN,wangzhaohui,wangzhaohui,Critical,Resolved,Fixed,20/Aug/21 10:32,04/Oct/21 16:39,
Bug,HDFS-15910,13366558,Replace bzero with explicit_bzero for better safety,gaurava,gaurava,Critical,Resolved,Fixed,21/Mar/21 07:03,24/Sep/21 20:58,21/Mar/21 00:00
Bug,HDFS-15719,13344973,[Hadoop 3] Both NameNodes can crash simultaneously due to the short JN socket timeout,weichiu,weichiu,Critical,Resolved,Fixed,09/Dec/20 03:24,17/Aug/21 03:28,
Bug,HDFS-15175,13285725,Multiple CloseOp shared block instance causes the standby namenode to crash when rolling editlog,wanchang,caiyicong,Critical,Resolved,Fixed,17/Feb/20 09:40,29/Jul/21 11:15,
Bug,HDFS-15796,13355091,ConcurrentModificationException error happens on NameNode occasionally,Daniel Ma,Daniel Ma,Critical,Resolved,Fixed,28/Jan/21 06:23,09/Jul/21 09:50,
Bug,HDFS-15187,13286517,CORRUPT replica mismatch between namenodes after failover,ayushtkn,ayushtkn,Critical,Resolved,Fixed,20/Feb/20 16:04,10/Jun/21 07:44,
Bug,HDFS-15200,13288859,Delete Corrupt Replica Immediately Irrespective of Replicas On Stale Storage ,ayushtkn,ayushtkn,Critical,Resolved,Fixed,02/Mar/20 12:13,10/Jun/21 07:44,
Bug,HDFS-15293,13300047,Relax the condition for accepting a fsimage when receiving a checkpoint ,vagarychen,vagarychen,Critical,Resolved,Fixed,21/Apr/20 18:02,10/Jun/21 07:44,
Bug,HDFS-15422,13312500,Reported IBR is partially replaced with stored info when queuing.,sodonnell,kihwal,Critical,Resolved,Fixed,19/Jun/20 15:06,10/Jun/21 07:44,
Bug,HDFS-15641,13336061,DataNode could meet deadlock if invoke refreshNameNode,wanghongbing,wanghongbing,Critical,Resolved,Fixed,19/Oct/20 12:28,10/Jun/21 07:44,
Bug,HDFS-15948,13369342,Fix test4tests for libhdfspp,gaurava,gaurava,Critical,Resolved,Fixed,02/Apr/21 18:15,10/Jun/21 07:44,09/Apr/21 00:00
Bug,HDFS-15170,13285369,EC: Block gets marked as CORRUPT in case of failover and pipeline recovery,ayushtkn,ayushtkn,Critical,Resolved,Fixed,14/Feb/20 16:30,10/Jun/21 07:43,
Bug,HDFS-15947,13369338,Replace deprecated protobuf APIs,gaurava,gaurava,Critical,Resolved,Fixed,02/Apr/21 18:01,05/Apr/21 16:53,03/Apr/21 00:00
Bug,HDFS-15944,13369254,Prevent truncation by snprintf,gaurava,gaurava,Critical,Resolved,Fixed,02/Apr/21 07:43,02/Apr/21 16:38,03/Apr/21 00:00
Bug,HDFS-15196,13288167,RBF: RouterRpcServer getListing cannot list large dirs correctly,fengnanli,fengnanli,Critical,Resolved,Fixed,27/Feb/20 23:53,02/Apr/21 09:56,
Bug,HDFS-15510,13320625,RBF: Quota and Content Summary was not correct in Multiple Destinations,hemanthboyina,hemanthboyina,Critical,Resolved,Fixed,03/Aug/20 09:38,02/Apr/21 09:55,
Bug,HDFS-15928,13368115,Replace RAND_pseudo_bytes in rpc_engine.cc,gaurava,gaurava,Critical,Resolved,Fixed,27/Mar/21 16:54,30/Mar/21 17:37,28/Mar/21 00:00
Bug,HDFS-15918,13367171,Replace RAND_pseudo_bytes in sasl_digest_md5.cc,gaurava,gaurava,Critical,Resolved,Fixed,24/Mar/21 07:44,28/Mar/21 09:01,25/Mar/21 00:00
Bug,HDFS-15276,13298076,Concat on INodeRefernce fails with illegal state exception,hemanthboyina,hemanthboyina,Critical,Resolved,Fixed,13/Apr/20 16:17,21/Jan/21 01:55,
Bug,HDFS-15398,13310266,EC: hdfs client hangs due to exception during addBlock,wanghongbing,wanghongbing,Critical,Resolved,Fixed,09/Jun/20 02:31,15/Dec/20 21:39,
Bug,HDFS-15536,13323815,RBF:  Clear Quota in Router was not consistent ,hemanthboyina,hemanthboyina,Critical,Resolved,Fixed,20/Aug/20 17:57,26/Aug/20 07:37,
Bug,HDFS-15211,13290083,EC: File write hangs during close in case of Exception during updatePipeline,ayushtkn,ayushtkn,Critical,Resolved,Fixed,06/Mar/20 14:02,09/Jun/20 13:45,
Bug,HDFS-15286,13299456,Concat on a same files deleting the file,hemanthboyina,hemanthboyina,Critical,Resolved,Fixed,19/Apr/20 11:32,27/Apr/20 21:40,
Bug,HDFS-15124,13279452,Crashing bugs in NameNode when using a valid configuration for `dfs.namenode.audit.loggers`,ctest.team,ctest.team,Critical,Resolved,Fixed,14/Jan/20 22:34,27/Feb/20 17:19,
Bug,HDFS-14668,13246926,Support Fuse with Users from multiple Security Realms,pifta,saileshpatel,Critical,Resolved,Fixed,24/Jul/19 22:43,27/Feb/20 16:05,
Bug,HDFS-15128,13280024,Unit test failing to clean testing data and crashed future Maven test run due to failure in TestDataNodeVolumeFailureToleration,ctest.team,ctest.team,Critical,Resolved,Fixed,17/Jan/20 01:41,27/Jan/20 03:49,
Bug,HDFS-14655,13245110,[SBN Read] Namenode crashes if one of The JN is down,ayushtkn,Harsha1206,Critical,Resolved,Fixed,16/Jul/19 05:19,03/Jan/20 23:25,
Bug,HDFS-14699,13248808,Erasure Coding: Storage not considered in live replica when replication streams hard limit reached to threshold,zhaoyim,zhaoyim,Critical,Resolved,Fixed,05/Aug/19 03:27,07/Nov/19 10:04,
Bug,HDFS-14845,13256036,Ignore AuthenticationFilterInitializer for HttpFSServerWebServer and honor hadoop.http.authentication configs,prabhujoseph,aajisaka,Critical,Resolved,Fixed,11/Sep/19 07:05,23/Oct/19 16:15,
Bug,HDFS-14847,13256480,Erasure Coding: Blocks are over-replicated while EC decommissioning,ferhui,ferhui,Critical,Resolved,Fixed,13/Sep/19 08:55,20/Oct/19 01:20,
Bug,HDFS-14754,13251798,Erasure Coding :  The number of Under-Replicated Blocks never reduced,hemanthboyina,hemanthboyina,Critical,Resolved,Fixed,20/Aug/19 10:11,09/Oct/19 18:35,
Bug,HDFS-14618,13242223,Incorrect synchronization of ArrayList field (ArrayList is thread-unsafe).,paulward24,paulward24,Critical,Resolved,Fixed,28/Jun/19 18:50,02/Oct/19 22:09,
Bug,HDFS-14610,13241605,"HashMap is not thread safe. Field storageMap is typically synchronized by storageMap. However, in one place, field storageMap is not protected with synchronized.",paulward24,paulward24,Critical,Resolved,Fixed,26/Jun/19 00:00,02/Oct/19 21:38,
Bug,HDFS-14687,13248049,Standby Namenode never come out of safemode when EC files are being written.,surendralilhore,surendralilhore,Critical,Resolved,Fixed,31/Jul/19 08:54,02/Oct/19 17:16,
Bug,HDFS-14581,13240183,Appending to EC files crashes NameNode,surendralilhore,surendralilhore,Critical,Resolved,Fixed,18/Jun/19 11:41,02/Oct/19 17:15,
Bug,HDFS-16428,13423092,Source path with storagePolicy cause wrong typeConsumed while rename,lei w,lei w,Major,Resolved,Fixed,17/Jan/22 15:51,02/Mar/22 07:17,
Bug,HDFS-14768,13252579,EC : Busy DN replica should be consider in live replica check.,gjhkael,gjhkael,Major,Resolved,Fixed,23/Aug/19 05:15,23/Feb/22 05:59,
Bug,HDFS-16316,13411211,Improve DirectoryScanner: add regular file check related block,jianghuazhu,jianghuazhu,Major,Resolved,Fixed,11/Nov/21 07:19,22/Feb/22 02:16,
Bug,HDFS-15118,13279163,[SBN Read] Slow clients when Observer reads are enabled but there are no Observers on the cluster.,vagarychen,shv,Major,Resolved,Fixed,13/Jan/20 20:06,16/Feb/22 08:35,
Bug,HDFS-14920,13263797,Erasure Coding: Decommission may hang If one or more datanodes are out of service during decommission  ,ferhui,ferhui,Major,Resolved,Fixed,22/Oct/19 12:55,15/Feb/22 07:29,
Bug,HDFS-16271,13406285,RBF: NullPointerException when setQuota through routers with quota disabled,smarthan,smarthan,Major,Resolved,Fixed,13/Oct/21 06:39,14/Feb/22 18:14,
Bug,HDFS-16332,13412421,Expired block token causes slow read due to missing handling in sasl handshake,lineyshinya,lineyshinya,Major,Resolved,Fixed,18/Nov/21 04:36,14/Feb/22 18:04,
Bug,HDFS-16411,13420737,RBF: RouterId is NULL when set dfs.federation.router.rpc.enable=false,YulongZ,YulongZ,Major,Resolved,Fixed,05/Jan/22 07:23,08/Feb/22 16:42,
Bug,HDFS-14869,13258463,Data loss in case of distcp using snapshot diff. Replication should include rename records if file was skipped in the previous iteration,aasha,aasha,Major,Resolved,Fixed,24/Sep/19 07:16,01/Feb/22 17:14,
Bug,HDFS-16443,13425430,Fix edge case where DatanodeAdminDefaultMonitor doubly enqueues a DatanodeDescriptor on exception,KevinWikant,KevinWikant,Major,Resolved,Fixed,28/Jan/22 15:10,31/Jan/22 07:17,
Bug,HDFS-16303,13410300,Losing over 100 datanodes in state decommissioning results in full blockage of all datanode decommissioning,KevinWikant,KevinWikant,Major,Resolved,Fixed,05/Nov/21 17:06,31/Jan/22 07:13,
Bug,HDFS-16333,13412478,fix balancer bug when transfer an EC block,qinyuren,qinyuren,Major,Resolved,Fixed,18/Nov/21 09:29,25/Jan/22 01:00,
Bug,HDFS-16402,13419785,Improve HeartbeatManager logic to avoid incorrect stats,tomscut,tomscut,Major,Resolved,Fixed,29/Dec/21 00:20,24/Jan/22 06:27,
Bug,HDFS-15167,13285015,Block Report Interval shouldn't be reset apart from first Block Report,ayushtkn,ayushtkn,Major,Resolved,Fixed,13/Feb/20 08:14,20/Jan/22 13:16,
Bug,HDFS-16408,13420318,Ensure LeaseRecheckIntervalMs is greater than zero,fujx,fujx,Major,Resolved,Fixed,03/Jan/22 07:22,05/Jan/22 18:01,
Bug,HDFS-16293,13409428,Client sleeps and holds 'dataQueue' when DataNodes are congested,Yuanxin Zhu,Yuanxin Zhu,Major,Resolved,Fixed,01/Nov/21 13:12,04/Jan/22 22:45,
Bug,HDFS-16268,13406038,Balancer stuck when moving striped blocks due to NPE,LeonG,LeonG,Major,Resolved,Fixed,11/Oct/21 21:59,04/Jan/22 22:45,
Bug,HDFS-16373,13415753,Fix MiniDFSCluster restart in case of multiple namenodes,ayushtkn,ayushtkn,Major,Resolved,Fixed,07/Dec/21 08:45,04/Jan/22 22:43,
Bug,HDFS-16377,13416544,Should CheckNotNull before access FsDatasetSpi,tomscut,tomscut,Major,Resolved,Fixed,10/Dec/21 11:22,04/Jan/22 22:43,
Bug,HDFS-16395,13419025,Remove useless NNThroughputBenchmark#dummyActionNoSynch(),jianghuazhu,jianghuazhu,Major,Resolved,Fixed,22/Dec/21 13:52,04/Jan/22 22:41,
Bug,HDFS-16343,13412982,Add some debug logs when the dfsUsed are not used during Datanode startup,msingh,msingh,Major,Resolved,Fixed,21/Nov/21 01:27,04/Jan/22 22:34,
Bug,HDFS-16330,13412337,Fix incorrect placeholder for Exception logs in DiskBalancer,vjasani,vjasani,Major,Resolved,Fixed,17/Nov/21 17:41,04/Jan/22 22:29,
Bug,HDFS-16393,13418762,RBF: Fix TestRouterRPCMultipleDestinationMountTableResolver,ayushtkn,ayushtkn,Major,Resolved,Fixed,21/Dec/21 06:45,04/Jan/22 09:01,
Bug,HDFS-16317,13411397,Backport HDFS-14729 for branch-3.2,ananysin,ananysin,Major,Resolved,Fixed,12/Nov/21 05:05,22/Dec/21 05:33,
Bug,HDFS-16392,13418611,TestWebHdfsFileSystemContract#testResponseCode fails,secfree.teng,secfree.teng,Major,Resolved,Fixed,20/Dec/21 13:18,22/Dec/21 02:48,
Bug,HDFS-16385,13417676,Fix Datanode retrieve slownode information bug.,JacksonWang,JacksonWang,Major,Resolved,Fixed,15/Dec/21 09:36,21/Dec/21 02:07,
Bug,HDFS-16014,13377402,Fix an issue in checking native pmdk lib by 'hadoop checknative' command,PhiloHe,PhiloHe,Major,Resolved,Fixed,08/May/21 08:28,14/Dec/21 09:16,
Bug,HDFS-16311,13410834,Metric metadataOperationRate calculation error in DataNodeVolumeMetrics,tomscut,tomscut,Major,Resolved,Fixed,09/Nov/21 12:22,07/Dec/21 07:24,
Bug,HDFS-16369,13415070,RBF: Fix the retry logic of RouterRpcServer#invokeAtAvailableNs,ayushtkn,ayushtkn,Major,Resolved,Fixed,02/Dec/21 14:08,04/Dec/21 05:25,
Bug,HDFS-16359,13414111,RBF: RouterRpcServer#invokeAtAvailableNs does not take effect when retrying,tomscut,tomscut,Major,Resolved,Fixed,27/Nov/21 16:05,02/Dec/21 14:11,
Bug,HDFS-15068,13274891,DataNode could meet deadlock if invoke refreshVolumes when register,Aiphag0,hexiaoqiao,Major,Resolved,Fixed,17/Dec/19 03:57,29/Nov/21 08:11,
Bug,HDFS-16182,13396617,numOfReplicas is given the wrong value in  BlockPlacementPolicyDefault$chooseTarget can cause DataStreamer to fail with Heterogeneous Storage  ,max2049,max2049,Major,Resolved,Fixed,23/Aug/21 07:25,16/Nov/21 15:09,
Bug,HDFS-16187,13397588,SnapshotDiff behaviour with Xattrs and Acls is not consistent across NN restarts with checkpointing,shashikant,smajeti,Major,Resolved,Fixed,26/Aug/21 15:11,12/Nov/21 07:06,
Bug,HDFS-16055,13382239,Quota is not preserved in snapshot INode,smeng,smeng,Major,Resolved,Fixed,04/Jun/21 22:18,09/Nov/21 19:17,
Bug,HDFS-16304,13410407,Locate OpenSSL libs for libhdfspp,gaurava,sjlee0,Major,Resolved,Fixed,06/Nov/21 17:56,09/Nov/21 01:47,
Bug,HDFS-16259,13405164,Catch and re-throw sub-classes of AccessControlException thrown by any permission provider plugins (eg Ranger),sodonnell,sodonnell,Major,Resolved,Fixed,06/Oct/21 09:16,02/Nov/21 21:44,
Bug,HDFS-16269,13406081,[Fix] Improve NNThroughputBenchmark#blockReport operation,jianghuazhu,jianghuazhu,Major,Resolved,Fixed,12/Oct/21 07:00,02/Nov/21 18:07,
Bug,HDFS-16244,13404016,Add the necessary write lock in Checkpointer#doCheckpoint(),jianghuazhu,jianghuazhu,Major,Resolved,Fixed,29/Sep/21 07:50,13/Oct/21 18:43,
Bug,HDFS-16254,13404837,Cleanup protobuf on exit of hdfs_allowSnapshot,gaurava,gaurava,Major,Resolved,Fixed,04/Oct/21 18:39,06/Oct/21 16:25,11/Oct/21 00:00
Bug,HDFS-16205,13398739,Make hdfs_allowSnapshot tool cross platform,gaurava,gaurava,Major,Resolved,Fixed,01/Sep/21 15:38,05/Oct/21 14:36,08/Sep/21 00:00
Bug,HDFS-14575,13239916,LeaseRenewer#daemon threads leak in DFSClient,prasad-acit,Tao Yang,Major,Resolved,Fixed,17/Jun/19 11:37,29/Sep/21 10:44,
Bug,HDFS-16235,13402929,Deadlock in LeaseRenewer for static remove method,angerszhuuu,angerszhuuu,Major,Resolved,Fixed,23/Sep/21 11:32,29/Sep/21 10:41,
Bug,HDFS-16240,13403696,Replace unshaded guava in HttpFSServerWebServer,iwasakims,iwasakims,Major,Resolved,Fixed,28/Sep/21 04:09,28/Sep/21 20:24,
Bug,HDFS-16233,13402616,Do not use exception handler to implement copy-on-write for EnumCounters,weichiu,weichiu,Major,Resolved,Fixed,22/Sep/21 06:02,28/Sep/21 07:27,
Bug,HDFS-16129,13389648,HttpFS signature secret file misusage,tdomok,tdomok,Major,Resolved,Fixed,14/Jul/21 14:54,28/Sep/21 04:33,
Bug,HDFS-15977,13372549,Call explicit_bzero only if it is available,aajisaka,aajisaka,Major,Resolved,Fixed,15/Apr/21 06:43,24/Sep/21 20:58,
Bug,HDFS-15651,13337176,Client could not obtain block when DN CommandProcessingThread exit,Aiphag0,linyiqun,Major,Resolved,Fixed,26/Oct/20 10:09,22/Sep/21 10:30,
Bug,HDFS-16198,13398391,Short circuit read leaks Slot objects when InvalidToken exception is thrown,Eungsop Yoo,Eungsop Yoo,Major,Resolved,Fixed,31/Aug/21 08:04,15/Sep/21 19:46,
Bug,HDFS-15685,13340820,[JDK 14] TestConfiguredFailoverProxyProvider#testResolveDomainNameUsingDNS fails,aajisaka,aajisaka,Major,Resolved,Fixed,16/Nov/20 11:21,15/Sep/21 08:35,
Bug,HDFS-16207,13399013,Remove NN logs stack trace for non-existent xattr query,ahussein,ahussein,Major,Resolved,Fixed,02/Sep/21 19:31,09/Sep/21 22:02,
Bug,HDFS-16178,13395961,Make recursive rmdir in libhdfs++ cross platform,gaurava,gaurava,Major,Resolved,Fixed,18/Aug/21 18:55,20/Aug/21 17:05,22/Aug/21 00:00
Bug,HDFS-15632,13335487,AbstractContractDeleteTest should set recursive parameter to true for recursive test cases.,antn.kutuzov,shv,Major,Resolved,Fixed,14/Oct/20 19:56,20/Aug/21 10:40,
Bug,HDFS-16174,13395235,Refactor TempFile and TempDir in libhdfs++,gaurava,gaurava,Major,Resolved,Fixed,14/Aug/21 06:24,18/Aug/21 16:32,21/Aug/21 00:00
Bug,HDFS-14706,13249213,Checksums are not checked if block meta file is less than 7 bytes,sodonnell,sodonnell,Major,Resolved,Fixed,06/Aug/19 21:08,11/Aug/21 04:18,
Bug,HDFS-14529,13236806,SetTimes to throw FileNotFoundException if inode is not found,weichiu,Harsha1206,Major,Resolved,Fixed,31/May/19 10:31,30/Jul/21 15:30,
Bug,HDFS-16144,13391862,Revert HDFS-15372 (Files in snapshots no longer see attribute provider permissions),sodonnell,sodonnell,Major,Resolved,Fixed,26/Jul/21 10:29,28/Jul/21 14:29,
Bug,HDFS-16145,13391863,CopyListing fails with FNF exception with snapshot diff,shashikant,shashikant,Major,Resolved,Fixed,26/Jul/21 10:30,28/Jul/21 08:46,
Bug,HDFS-16111,13387601,Add a configuration to RoundRobinVolumeChoosingPolicy to avoid failed volumes at datanodes.,zxu,zxu,Major,Resolved,Fixed,04/Jul/21 19:29,28/Jul/21 04:59,
Bug,HDFS-15372,13306841,Files in snapshots no longer see attribute provider permissions,sodonnell,sodonnell,Major,Resolved,Fixed,22/May/20 16:58,26/Jul/21 10:30,
Bug,HDFS-16087,13385753,RBF balance process is stuck at DisableWrite stage,lip_,lip_,Major,Resolved,Fixed,25/Jun/21 02:37,20/Jul/21 16:05,
Bug,HDFS-16127,13389409,Improper pipeline close recovery causes a permanent write failure or data loss.,kihwal,kihwal,Major,Resolved,Fixed,13/Jul/21 14:51,16/Jul/21 19:26,
Bug,HDFS-16042,13380622,DatanodeAdminMonitor scan should be delay based,ahussein,ahussein,Major,Resolved,Fixed,26/May/21 20:21,15/Jul/21 21:16,
Bug,HDFS-16121,13388292,"Iterative snapshot diff report can generate duplicate records for creates, deletes and Renames",shashikant,smajeti,Major,Resolved,Fixed,08/Jul/21 05:50,09/Jul/21 09:00,
Bug,HDFS-16099,13386688,Make bpServiceToActive to be volatile,zhangshuyan,zhangshuyan,Major,Resolved,Fixed,30/Jun/21 06:23,01/Jul/21 15:54,
Bug,HDFS-16092,13386087,Avoid creating LayoutFlags redundant objects,vjasani,vjasani,Major,Resolved,Fixed,27/Jun/21 12:23,29/Jun/21 13:58,
Bug,HDFS-16061,13383011,DFTestUtil.waitReplication can produce false positives,ahussein,ahussein,Major,Resolved,Fixed,09/Jun/21 17:37,20/Jun/21 05:41,
Bug,HDFS-15618,13334534,Improve datanode shutdown latency,ahussein,ahussein,Major,Resolved,Fixed,09/Oct/20 02:15,16/Jun/21 16:40,
Bug,HDFS-16068,13383829,WebHdfsFileSystem has a possible connection leak in connection with HttpFS,tasanuma,tasanuma,Major,Resolved,Fixed,15/Jun/21 01:18,15/Jun/21 08:25,
Bug,HDFS-16040,13380402,RpcQueueTime metric counts requeued calls as unique events.,simbadzina,simbadzina,Major,Resolved,Fixed,25/May/21 19:18,10/Jun/21 07:44,
Bug,HDFS-15950,13369396,Remove unused hdfs.proto import,gaurava,gaurava,Major,Resolved,Fixed,03/Apr/21 08:07,10/Jun/21 07:44,04/Apr/21 00:00
Bug,HDFS-15628,13335102,HttpFS server throws NPE if a file is a symlink,ahussein,ahussein,Major,Resolved,Fixed,13/Oct/20 01:26,10/Jun/21 07:44,
Bug,HDFS-15644,13336359,Failed volumes can cause DNs to stop block reporting,ahussein,ahussein,Major,Resolved,Fixed,20/Oct/20 18:41,10/Jun/21 07:44,
Bug,HDFS-15849,13360167,ExpiredHeartbeats metric should be of Type.COUNTER,zhuqi,shv,Major,Resolved,Fixed,22/Feb/21 18:46,10/Jun/21 07:44,
Bug,HDFS-15451,13314594,Restarting name node stuck in safe mode when using provided storage,shanyu,shanyu,Major,Resolved,Fixed,02/Jul/20 04:45,10/Jun/21 07:44,
Bug,HDFS-15695,13342487,NN should not let the balancer run in safemode,ahussein,ahussein,Major,Resolved,Fixed,25/Nov/20 01:04,10/Jun/21 07:44,
Bug,HDFS-15627,13335056,Audit log deletes before collecting blocks,ahussein,ahussein,Major,Resolved,Fixed,12/Oct/20 17:22,10/Jun/21 07:44,
Bug,HDFS-15313,13302016,Ensure inodes in active filesystem are not deleted during snapshot delete,shashikant,shashikant,Major,Resolved,Fixed,30/Apr/20 07:35,10/Jun/21 07:44,
Bug,HDFS-15323,13302374,StandbyNode fails transition to active due to insufficient transaction tailing,shv,shv,Major,Resolved,Fixed,01/May/20 23:22,10/Jun/21 07:44,
Bug,HDFS-15709,13344162,EC: Socket file descriptor leak in StripedBlockChecksumReconstructor,yhaya,yhaya,Major,Resolved,Fixed,04/Dec/20 06:41,10/Jun/21 07:44,
Bug,HDFS-15707,13344092,NNTop counts don't add up as expected,ahussein,ahussein,Major,Resolved,Fixed,03/Dec/20 19:56,10/Jun/21 07:44,
Bug,HDFS-15639,13335980,[JDK 11] Fix Javadoc errors in hadoop-hdfs-client,tasanuma,tasanuma,Major,Resolved,Fixed,19/Oct/20 02:08,10/Jun/21 07:44,
Bug,HDFS-15396,13309870,Fix TestViewFileSystemOverloadSchemeHdfsFileSystemContract#testListStatusRootDir,ayushtkn,ayushtkn,Major,Resolved,Fixed,06/Jun/20 13:41,10/Jun/21 07:44,
Bug,HDFS-15798,13355159,"EC: Reconstruct task failed, and It would be XmitsInProgress of DN has negative number",haiyang Hu,haiyang Hu,Major,Resolved,Fixed,28/Jan/21 11:35,10/Jun/21 07:44,
Bug,HDFS-15446,13314205,CreateSnapshotOp fails during edit log loading for /.reserved/raw/path with error java.io.FileNotFoundException: Directory does not exist: /.reserved/raw/path ,sodonnell,smajeti,Major,Resolved,Fixed,30/Jun/20 04:54,10/Jun/21 07:44,
Bug,HDFS-15795,13355073,EC: Wrong checksum when reconstruction was failed by exception,yhaya,yhaya,Major,Resolved,Fixed,28/Jan/21 03:56,10/Jun/21 07:44,
Bug,HDFS-15621,13334662,Datanode DirectoryScanner uses excessive memory,sodonnell,sodonnell,Major,Resolved,Fixed,09/Oct/20 14:19,10/Jun/21 07:44,
Bug,HDFS-14599,13241154,HDFS-12487 breaks test TestDiskBalancer.testDiskBalancerWithFedClusterWithOneNameServiceEmpty,hexiaoqiao,weichiu,Major,Resolved,Fixed,24/Jun/19 00:36,10/Jun/21 07:44,
Bug,HDFS-15875,13362508,Check whether file is being truncated before truncate,ferhui,ferhui,Major,Resolved,Fixed,05/Mar/21 05:44,10/Jun/21 07:44,
